iter	RMSE
409	0.4744734688
410	0.474139287
411	0.4739268719
412	0.4738782653
413	0.4731792237
414	0.4731575012
415	0.4727737014
416	0.4722364775
417	0.4719250352
418	0.4712241645
419	0.4707072317
420	0.470159844
421	0.4699494299
422	0.4696402843
423	0.4692804644
424	0.4683445822
425	0.4682747494
426	0.4681596269
427	0.4676668197
428	0.4672730997
429	0.4665001544
430	0.4658424015
431	0.4658294516
432	0.4654867092
433	0.4649924326
434	0.4647062949
435	0.4643642353
436	0.4636690913
437	0.4628934669
438	0.4621521572
439	0.4615087095
440	0.4611351407
441	0.4610529461
442	0.4606592811
443	0.4601990185
444	0.4598831339
445	0.4591511409
446	0.4583350903
447	0.4570886897
448	0.4565180495
449	0.4562666697
450	0.4560316229
451	0.4560119321
452	0.4559878907
453	0.455582452
454	0.4550334716
455	0.4545943336
456	0.4538474675
457	0.4535853575
458	0.4533116027
459	0.4532370138
460	0.4530271141
461	0.4525563644
462	0.4520527032
463	0.4519474318
464	0.4514322318
465	0.4501960398
466	0.4494735566
467	0.4489485291
468	0.4480909622
469	0.4474127441
470	0.4469596471
471	0.4467186295
472	0.446274561
473	0.4458284822
474	0.4453229586
475	0.4452121352
476	0.4445509108
477	0.4444121013
478	0.4438881951
479	0.4435255353
480	0.4432605677
481	0.4432519579
482	0.4425727001
483	0.4418286008
484	0.4415045955
485	0.4413871045
486	0.4413542378
487	0.4405403919
488	0.4401914447
489	0.4397603178
490	0.4396573126
491	0.4390574237
492	0.4387217019
493	0.4385033593
494	0.4384545642
495	0.4377872468
496	0.4376233617
497	0.4372811017
498	0.4372023779
499	0.4365647033
500	0.4363076037
501	0.4361935231
502	0.4360561494
503	0.4357794059
504	0.4353415286
505	0.4349492507
506	0.4341389495
507	0.4338538473
508	0.4335653613
509	0.4330344197
510	0.4327809473
511	0.4326203537
512	0.4322654266
513	0.4319086371
514	0.4318191098
515	0.4314851072
516	0.4309984173
517	0.4309720593
518	0.4304056896
519	0.4297830012
520	0.4293693858
521	0.4289918102
522	0.4286320921
523	0.4280345961
524	0.4278961964
525	0.4277182814
526	0.4272446705
527	0.4272244894
528	0.426599333
529	0.4260320213
530	0.4257644467
531	0.4254046194
532	0.4251432111
533	0.424527715
534	0.4243022306
535	0.4240026447
536	0.4236537659
537	0.423173478
538	0.4226903247
539	0.4226547989
540	0.4224272098
541	0.4220740037
542	0.4218828004
543	0.4217151673
544	0.4211087916
545	0.4204850385
546	0.4203341435
547	0.4199488962
548	0.4193605915
549	0.4193515758
550	0.4188469162
551	0.418816353
552	0.4185154358
553	0.4181062925
554	0.4175647394
555	0.4174174281
556	0.4169054708
557	0.4165513195
558	0.4160276826
559	0.4157893995
560	0.4154079479
561	0.4149793816
562	0.4144480342
563	0.4143112187
564	0.4142583144
565	0.4137948488
566	0.4136374876
567	0.4135164322
568	0.4134994951
569	0.4132066534
570	0.4129252208
571	0.4128832797
572	0.4124205491
573	0.4121181054
574	0.4116243042
575	0.4114610688
576	0.4108855819
577	0.4106030588
578	0.4100821033
579	0.4098573755
580	0.4094790161
581	0.4090232604
582	0.4086557201
583	0.4082050846
584	0.4080882132
585	0.4080669205
586	0.4080134303
587	0.407732022
588	0.4074747562
589	0.4071532621
590	0.4068544949
591	0.4062580283
592	0.4059957705
593	0.4056844767
594	0.4050414796
595	0.4050277418
596	0.4047816095
597	0.4045106543
598	0.4045001511
599	0.4041464283
600	0.4037576376
601	0.4034280478
602	0.4032913766
603	0.4030084394
604	0.4026052441
605	0.4021725406
606	0.4017908509
607	0.4017255347
608	0.4016330059
609	0.4015634907
610	0.4014282581
611	0.401172342
612	0.4007003555
613	0.4006873547
614	0.40022315
615	0.3998268715
616	0.399813087
617	0.3994389502
618	0.3992658299
619	0.3992607576
620	0.3990780879
621	0.3986421901
622	0.398297686
623	0.3980990046
624	0.3976814274
625	0.3976691744
626	0.3971027268
627	0.3967976355
628	0.3964267245
629	0.396052944
630	0.3954404751
631	0.3951125626
632	0.3943838287
633	0.3942177983
634	0.3937450872
635	0.3933501319
636	0.3929760054
637	0.3928951812
638	0.3920778057
639	0.3913106649
640	0.3912853285
641	0.3910587318
642	0.3903113534
643	0.3902480126
644	0.3899986065
645	0.3893272798
646	0.3892816591
647	0.3888850189
648	0.3886509493
649	0.3882375322
650	0.3877565658
651	0.3875943184
652	0.3872682308
653	0.3869782232
654	0.3869603374
655	0.3868353664
656	0.3865485419
657	0.3864751786
658	0.3864637374
659	0.3861549152
660	0.3860437143
661	0.3860380206
662	0.3859130776
663	0.3855049457
664	0.3854863773
665	0.38470579
666	0.3844375271
667	0.3841968502
668	0.3841799589
669	0.3839141292
670	0.3835936708
671	0.3835858049
672	0.3833472661
673	0.3828691033
674	0.3825312344
675	0.3819894307
676	0.3815629114
677	0.3812537217
678	0.3811650987
679	0.380475293
680	0.3804678974
681	0.3800580217
682	0.3796877424
683	0.3794093616
684	0.3790670826
685	0.3784559666
686	0.3781706607
687	0.3781118926
688	0.3781020136
689	0.3780721014
690	0.3778155927
691	0.3775829741
692	0.3775391204
693	0.3773555548
694	0.3767459031
695	0.3764978262
696	0.3761329374
697	0.3758040659
698	0.3753920062
699	0.3750687153
700	0.3746496105
701	0.3743054985
702	0.3738542756
703	0.3738367486
704	0.3735814647
705	0.373056024
706	0.3727141846
707	0.3721405821
708	0.3721090247
709	0.3717861026
710	0.3712777189
711	0.370873848
712	0.3703714975
713	0.3701496916
714	0.3697723986
715	0.3694508824
716	0.3692782903
717	0.368740549
718	0.3686331028
719	0.3682714082
720	0.3679718147
721	0.3675127296
722	0.366868398
723	0.3666386542
724	0.3664836472
725	0.3663025687
726	0.3662979612
727	0.3658737987
728	0.3653586016
729	0.3653532451
730	0.365169269
731	0.3648686653
732	0.3645689264
733	0.3639815331
734	0.3639737054
735	0.3634389394
736	0.3634350545
737	0.3633229395
738	0.3629543942
739	0.3627585663
740	0.3627506527
741	0.3621856984
742	0.3619113252
743	0.3618523128
744	0.3615310419
745	0.361215557
746	0.3609026424
747	0.3605800496
748	0.3602091033
749	0.3598714115
750	0.3595975691
751	0.3594157968
752	0.3592933618
753	0.359055171
754	0.3588338375
755	0.3588298942
756	0.3585902032
757	0.3583728834
758	0.3580424916
759	0.3575493779
760	0.3572699401
761	0.3570983376
762	0.3570948027
763	0.3570912007
764	0.3570876253
765	0.3568179876
766	0.3566032501
767	0.3563236771
768	0.3559578723
769	0.3557262975
770	0.355446633
771	0.3550217398
772	0.3545863565
773	0.3544004943
774	0.3542171589
775	0.3539408513
776	0.3536500337
777	0.3533274942
778	0.3529224196
779	0.3526307361
780	0.352312614
781	0.3523066377
782	0.3521367312
783	0.3517191514
784	0.3516189828
785	0.3515634047
786	0.3513915695
787	0.3510922053
788	0.3508459268
789	0.3506905789
790	0.3502560565
791	0.3497214649
792	0.3490960767
793	0.348757387
794	0.3486761996
795	0.348531164
796	0.3483868702
797	0.3480693248
798	0.3477093371
799	0.3474207262
800	0.3469818971
801	0.3467616243
802	0.346701164
803	0.3462274174
804	0.3457641743
805	0.3455743609
806	0.3454117942
807	0.3451588401
808	0.3447766719
809	0.3444184492
810	0.343971825
811	0.3436738075
812	0.3435897789
813	0.3432877676
814	0.3431428641
815	0.3427245991
816	0.3427210457
817	0.3425299068
818	0.342297228
819	0.3419801702
820	0.3416679348
821	0.3414266241
822	0.3413463601
823	0.34134301
824	0.3409036503
825	0.3407227801
826	0.3401834301
827	0.3399882044
828	0.3397310934
829	0.3394307226
830	0.3393576534
831	0.3389758597
832	0.3388690213
833	0.3387202395
834	0.3384200775
835	0.3379199253
836	0.3376897762
837	0.3376051497
838	0.3374521995
839	0.3370594526
840	0.3370517003
841	0.3367635704
842	0.3365559352
843	0.3364495127
844	0.3361299835
845	0.3361265534
846	0.3357332184
847	0.3355216399
848	0.3353224329
849	0.3353047739
850	0.3351184748
851	0.3347593262
852	0.3347355623
853	0.334434703
854	0.3344082158
855	0.3341453603
856	0.3338079536
857	0.3333749189
858	0.3332358249
859	0.3331881691
860	0.3329196926
861	0.332908711
862	0.3327808204
863	0.3323108084
864	0.3321233767
865	0.3319871655
866	0.3318999129
867	0.3318531833
868	0.331802992
869	0.3315083184
870	0.3313210375
871	0.3309428827
872	0.3309372564
873	0.3309342286
874	0.3309303303
875	0.3308853965
876	0.3308825089
877	0.3308738454
878	0.3308710171
879	0.3302246032
880	0.3298234406
881	0.3295306414
882	0.3291892282
883	0.3289660987
884	0.3286045921
885	0.3280835401
886	0.3278491576
887	0.327353974
888	0.3272559332
889	0.3269730834
890	0.3269701013
891	0.3269665836
892	0.3269643392
893	0.326407465
894	0.3264049069
895	0.3262759821
896	0.3260682312
897	0.3255982321
898	0.3254096663
899	0.3252008912
900	0.3250116685
901	0.3246961374
902	0.3243336322
903	0.3243307534
904	0.3240599146
905	0.32405707
906	0.3240527344
907	0.3240431923
908	0.3239431708
909	0.3235231127
910	0.3233113656
911	0.3229678727
912	0.3229633293
913	0.322685177
914	0.3226242312
915	0.3225835831
916	0.3219531146
917	0.3214727642
918	0.3211270739
919	0.3206985792
920	0.3202759486
921	0.3198856237
922	0.3198442674
923	0.3197472402
924	0.3194051113
925	0.3191309124
926	0.3189289605
927	0.3188418421
928	0.3186085643
929	0.3183189731
930	0.3180595516
931	0.317844224
932	0.3177664061
933	0.31774656
934	0.3177433741
935	0.3173518309
936	0.3172058081
937	0.316588111
938	0.3161452086
939	0.3161427652
940	0.3160176125
941	0.3155944198
942	0.3155205626
943	0.3152584298
944	0.3152070013
945	0.3149917177
946	0.3147556816
947	0.3147530521
948	0.3147498572
949	0.3144514404
950	0.313959365
951	0.3138420242
952	0.3136327585
953	0.3132958392
954	0.3130836843
955	0.3127843878
956	0.3126414961
957	0.3125102325
958	0.3123130612
959	0.3121595869
960	0.3121574186
961	0.3116872155
962	0.3114688567
963	0.3112035592
964	0.3111247262
965	0.310938801
966	0.310674361
967	0.3103775605
968	0.3103117602
969	0.3103094174
970	0.3102523673
971	0.3101202058
972	0.3096462503
973	0.3096227963
974	0.3093172724
975	0.3092499224
976	0.3088737413
977	0.3086614115
978	0.3086548221
979	0.3084107885
980	0.3080245619
981	0.308021857
982	0.3080195453
983	0.3078075896
984	0.3074976834
985	0.3072176015
986	0.3069022315
987	0.3065656163
988	0.3064212599
989	0.3062121619
990	0.306115899
991	0.3058836201
992	0.3055990375
993	0.3054914231
994	0.3054888879
995	0.3052800201
996	0.3051153187
997	0.3049406599
998	0.304214691
999	0.3040378479
1000	0.3038750996
1001	0.3036641562
1002	0.3036472064
1003	0.303644753
1004	0.3035683999
1005	0.3034201866
1006	0.3034018738
1007	0.3032163477
1008	0.3029798336
1009	0.3028742061
1010	0.3027675441
1011	0.3025023088
1012	0.3021966613
1013	0.3018449849
1014	0.3016244932
1015	0.3016219502
1016	0.3015710492
1017	0.3012939886
1018	0.3012670163
1019	0.3012180352
1020	0.3010542077
1021	0.3008614895
1022	0.3005925016
1023	0.3005899365
1024	0.3005879884
1025	0.3001107731
1026	0.2997612312
1027	0.2997523066
1028	0.2993757351
1029	0.2991457679
1030	0.2988951697
1031	0.2988907619
1032	0.2985732908
1033	0.2984282507
1034	0.2983981332
1035	0.2981170075
1036	0.2977623313
1037	0.2977524885
1038	0.2975125389
1039	0.2975089927
1040	0.2973327834
1041	0.2970800381
1042	0.2970774361
1043	0.2969069686
1044	0.2967316367
1045	0.2966161917
1046	0.296573566
1047	0.296358925
1048	0.2959556462
1049	0.2957662232
1050	0.2954854244
1051	0.2954077945
1052	0.2951596883
1053	0.2949531613
1054	0.294793443
1055	0.2947286253
1056	0.2946104161
1057	0.2944963711
1058	0.2941517216
1059	0.2940274739
1060	0.2940251393
1061	0.2939154226
1062	0.293663937
1063	0.2935803719
1064	0.2934291276
1065	0.2931140559
1066	0.2929151681
1067	0.2929075798
1068	0.2928563121
1069	0.292497204
1070	0.2924719877
1071	0.2920827339
1072	0.2919446467
1073	0.2917580668
1074	0.2915206796
1075	0.2912622312
1076	0.2909461653
1077	0.2907280196
1078	0.2904697774
1079	0.2902989232
1080	0.2900755668
1081	0.2898564628
1082	0.289471529
1083	0.289469364
1084	0.2892204891
1085	0.2891287323
1086	0.2888797643
1087	0.288546041
1088	0.288085459
1089	0.2880622563
1090	0.2878360416
1091	0.2876471673
1092	0.2875888671
1093	0.2871332806
1094	0.287092637
1095	0.2869345762
1096	0.2869222962
1097	0.2868056574
1098	0.2866288131
1099	0.2865870711
1100	0.2863948474
1101	0.2861701362
1102	0.2860770353
1103	0.2859064941
1104	0.2858841761
1105	0.285572267
1106	0.2855623772
1107	0.2855373997
1108	0.2855355531
1109	0.2852450116
1110	0.2848853929
1111	0.2844114017
1112	0.2841567916
1113	0.2839370271
1114	0.2837277777
1115	0.2833747244
1116	0.2833577022
1117	0.2832232109
1118	0.2828875819
1119	0.2826310221
1120	0.2824886704
1121	0.2824137912
1122	0.2821354322
1123	0.2820446441
1124	0.2819749139
1125	0.2816252061
